"Logo","Name","Sector","Year Founded","Label Date","Website","Summary","Founders","Email","Phone"
"undefined","Tinith","Business Software and services","2020","02/2021","","Tinith allows managers and/or entrepreneurs to automate processes via a low code solution with a fast deployment and a high ROI in a short period of time.","Ouassim BouzidRamzi Abidi","n.a.","n.a."
"undefined","LES SOUKS.COM SARL","Commerce and shopping","2019","11/2020","","Lessouks.com is a marketplace dedicated to the sale of Tunisian handicrafts. Its mission is to promote the handicraft at the national and international level.","Nour El Houda KaouachHichem Mathlouthi","n.a.","n.a."
"undefined","HawKar","Mobility","2018","02/2023","","HawKar is a socially innovative Tunisian startup, specially dedicated to people with reduced mobility.
 
 With HawKar your daily life becomes easy & you are finally free to move independently! HawKar solves the problems & failures of the infrastructure and public transport that are unsuitable for people with disabilities.","Khadija JallouliSeifeddine Aissa","contact@hawkar.tn","n.a."
"undefined","Odacel","Consumer products and services","2018","07/2020","","Atseeone, the solution provided by Odacel, is a set of application modules designed according to the micro-services concepts allowing optimized fleet management.","Mohamed Salah KarouiaAbdeljalil KarouiaSlim OuichtatiMourad KarouiaMohamed Selim Bessi","n.a.","n.a."
"undefined","Winshot","Business Software and services","2019","10/2019","","Gofield offers via its solution ""Winshot"" a web and mobile application that automates and outsources the merchandising field and provides real-time marketing mix analytics for an optimized execution of the items referenced in points of sale.","Walid MzoughiHela GabsiAlaa Mokrani","n.a.","n.a."
"undefined","Coinsence","Fintech","2019","03/2020","","Coinsence offers a collaborative platform that allows organizations and communities to issue their own community currency to activate resources, facilitate exchange and fund collaborative projects.","Karim Chabrak","n.a.","n.a."
"undefined","Hayat Tech","HealthTech","2022","02/2022","","The Hayat Tech company specializes in the development of connected medical devices.","Mohamed Amine BensalemMohamed KharratAhmed Yassine Bensalem","n.a.","n.a."
"undefined","HERUNDO","Business Software and services","2018","06/2019","","Herundo provides end-to-end solutions for companies to launch their e-commerce activity locally and internationally, with a successful customer experience.","Nizar BouguilaBecem JallouliMohamed Boujelbane","n.a.","n.a."
"undefined","Bako Motors","Advanced Manufacturing & Robotics","2021","09/2021","","Bako Motors transforms thermal vehicles into 100% electric vehicles, with a solar power system, in order to ensure an autonomy of 40 km per day, and proposes professional solutions of adaptation for a fast entry in electric mobility.","Boubaker SialaRached Ben HmadouMahmoud Siala","n.a.","n.a."
"undefined","Flexiolar","Ad Tech and Creative Tech","2021","12/2021","","Conception de vêtements et accessoires avec panneaux photovoltaïques flexibles.","Hamdi KardoughBen Salem ChaymaFarrah Marwa","n.a.","n.a."
"undefined","Dracoss","Environment","2021","01/2022","","Dracoss propose une solution de recyclage de l'eau usée à l'adresse des restaurants.","Amen Allah SouliAmal Bououd","n.a.","n.a."
"undefined","Quenzi","Commerce and shopping","2022","11/2022","","Quenzi est une plateforme de location de robes entre particuliers qui permet aux femmes de porter des robes de soirée de qualité à des prix abordables","Mariem Limam","mariem.limam@quenzi.tn","92116779"
"undefined","DataSense","Communication services","2021","01/2022","","DataSense offre une plateforme de marketing qui met en collaboration les propriétaires des marques et les influenceurs de différents réseaux sociaux.","Charef Ahmed Anas Charfi","n.a.","n.a."
"undefined","IDWEY","TravelTech","2020","03/2020","","IDWEY is a portal that centralizes and digitizes regional and responsible tourism information to consolidate an interactive community of eco-tourists.","Khouloud KaabiMeriem AmamouBorhen MansouriKhmaiess Ahmed","n.a.","n.a."
"undefined","4InA Technologie","Environment","2020","12/2020","","4InA technology is a company specialized in the development of artificial intelligence solutions. Our first axis is the development of remote management systems of electrical energy for industries.","Sabri MhimdiZribi Hinda","n.a.","n.a."
"undefined","ODIX","Business Software and services","2021","05/2021","","ODIX is an ERP that brings together all the needs of an SME in one place.","Anis ZehaniAnissa Zehani","n.a.","n.a."
"undefined","taderok","EdTech","2019","11/2019","","Taderok a publisher of intelligent educational books powered by mobile technology","Ahmed DhiebAnoir Dhieb","n.a.","n.a."
"undefined","Koofin.co","Commerce and shopping","2020","01/2022","","Koofin.co est une Marketplace de vente et distribution de légumes et fruits frais.","Abdellaziz BoujbelMolka KhemirMonia Boujbel","n.a.","n.a."
"undefined","HOMEJEK","Commerce and shopping","2020","12/2020","","Homejek connects service seekers with service providers through a mobile application. It offers several services such as: Babysitting, nannying, cleaning, hairdressing etc..","Mohamed Aziz HannachiAnis Mzoughi","n.a.","n.a."
"undefined","Industry X.0","Advanced Manufacturing & Robotics","2019","08/2019","","Industry X.0 provides industries with technological solutions (Iot) and IT solutions based on artificial intelligence that allow them to master Product Life-cycle Management.","Bilel LabidiMed Abdel Aziz Battikh","n.a.","n.a."
"undefined","MedCREtech","Fintech","2018","05/2019","","MedCretech proposes a Blockchain application to trace and fluidify the life cycle of real estate.","Nacef Bouzguenda","n.a.","n.a."
"undefined","FI THNITI","Ad Tech and Creative Tech","2020","12/2020","","AmazIT develops technological solutions based on the collaborative and sharing economy to solve daily problems of the Tunisian and African citizen. FITHNITI is its first product: a mobile application for short-distance carpooling.","Zied SaidZeineb Ben SalahBilel SaidMohamed Chaabane","n.a.","n.a."
"undefined","GoMyCode","EdTech","2016","05/2019","","GoMyCode aims to be a pan-African educational platform that brings together the best tech talent in the region, trains them on new technologies and connects them with digital projects around the world.","Yahya BouhlelAmine Bouhlel","n.a.","n.a."
"undefined","Ms. Marion","Ad Tech and Creative Tech","2016","02/2021","","Ms.Marion is a ready-to-wear brand dedicated to active women in a revisited formal style. With their online sales service they ensure an accelerated shopping experience.","Selma BelkhodjaInsaf Hamdi","n.a.","n.a."
"undefined","DrillSERV","Environment","2019","12/2019","","DrillSERV is a startup specialized in water drilling services that operates in the exploration and exploitation of groundwater. It also works on the valorization of data collected from the field on the water tables in the sustainable management of groundwater by developing a mobile application.","Ahmed AouitiHamza Essayeh","n.a.","n.a."
"undefined","Drone Bee Solution","Advanced Manufacturing & Robotics","2021","08/2021","","Drone Bee Solution offers intelligent drones that enable palm tree pollination, pesticide spraying and pest monitoring.","Mayssa KarchoudNadhmi AmaraAladin KhantouchHaytham Khemakhem","n.a.","n.a."
"undefined","Iowaves","Environment","2015","01/2020","","IoWaves aims to manage energy and reduce waste of resources.","Amine Rahmouni","n.a.","n.a."
"undefined","Fluoink Nanotechnologies","HealthTech","2022","11/2022","","Fluoink Nanotechnologies  produces nanostructered advanced materials as additives for paints, inks, varnishes, polymers and textiles. It's first patented product nanosilver additive is used to produce antibacterial paints which protects hospitals and working places from any pandemic and nosocomial contaminations.","Ramzi MaalejFakher ChabchoubHanen DouiriMarwa Abid","ramzi.maalej@fss.usf.tn","+21698656305"
"undefined","Tekum","Business Software and services","2020","12/2020","","Tekum offers Bird Notes CRM for pharmaceutical companies to manage their sales force and medical rounds in a more efficient and accurate way.","Nizar EllouzeGhorbel Amal","n.a.","n.a."
"undefined","SCIENCIA","EdTech","2014","09/2019","","Sciencia is specialized in the popularization of science and technology, the creation of content, the creation of educational kits (Science & Technology), the animation of workshops, the training and the equipment of external trainers","Latifa El GhezalMohamed Jaidane","n.a.","n.a."
"undefined","Moline","HealthTech","2018","03/2021","","Moline specializes in the manufacture of care products and body hygiene for babies and mothers from raw materials of natural origin.","Alia Belkhodja","n.a.","n.a."
"undefined","Screenflex","Ad Tech and Creative Tech","2022","10/2022","","Screenflex is a SaaS that aims to optimise and automate the processes of content creation and screen management for digital signage users. The one place that will enable the easy and remote design, distribution, scheduling and display of content across multiple screens and locations, for the most convenient of prices.","Aymen FezaiBilel Nsibi","contact@screenflex.pro","50149294"
"undefined","S S S INNOVATION","Commerce and shopping","2021","12/2021","","Forsaty est une application de comparateur de prix et permet aussi de consulter les promos les plus proches de sa localisation.","Mohamed Slimeni","n.a.","n.a."
"undefined","kids protect","HealthTech","2021","03/2021","","Kids Protect is an application for parents to protect their children's eyes (screen distance, visual exercises and tests, exposure time) with adapted content.","Sassi SiwarYasmine Selmi","n.a.","n.a."
"undefined","BipEvents","Advanced Manufacturing & Robotics","2019","05/2020","","Bip is the first online self-service ticketing and cashless payment solution for all types of events in SaaS (festivals, concerts, private events...) https://bip.events","Karim HarmouniSarah ArbiAmen Ben Mlouka","n.a.","n.a."
"undefined","Dorry","Consumer products and services","2021","12/2021","","DORRY est une plateforme de vente en ligne de tout ce qui est nécessaire pour la fabrication de produits cosmétiques naturels.","Fares Ellouze","n.a.","n.a."
"undefined","ProvenMed","HealthTech","2019","11/2019","","ProvenMed Devices has developed an innovative device for patients suffering from urinary incontinence","Souheil GuessoumAmine StaaliAhmed Boughaleb","n.a.","n.a."
"undefined","NovaTEK Solution","Agritech","2020","03/2020","","Development of innovative robotic and IoT solutions for real time monitoring in agriculture and energy management.","Safa BouhajerKarim BoughanmiIlyes Karma","n.a.","n.a."
"undefined","Next Gen Solution / UnFrauded","Business Software and services","2019","02/2020","","UnFrauded is a software solution, dedicated to car insurance companies, which allows to accelerate and digitize the evaluation of claims as well as fraud detection.","Taha CabaniKamilia NailiNader SomraniAbderahmen JlassiMehdi Choura","n.a.","n.a."
"undefined","REBOOTKAMP","EdTech","2019","11/2019","","ReBootKamp offers technological training to international standards that meets the demands of the market, guaranteeing employment in the most innovative sectors","Lotfi DarragiHugh BoselyTarek ChehidiAymen Ben HassineBilel Labidi","n.a.","n.a."
"undefined","ZATEX","Consumer products and services","2020","05/2020","","ZATEX provides a complete solution for telemetry systems and management software, transforming the way gas stations and fuel dispensers operate.                              ZATEX's electronic gauging systems for gas stations and fuel dispensers improve business performance.","Mohamed MaalejFaten MaalejHoussem Amara","n.a.","n.a."
"undefined","iCompass","Business Software and services","2019","09/2019","","ICOMPASS measures perceived opinion on digital: Real-time reports provided by a DeepLearning model. The model includes Arabic and African dialects.","Ahmed NouisserMohamed Hatem Haddad","n.a.","n.a."
"undefined","Ba9chich","Ad Tech and Creative Tech","2020","12/2020","","Ba9chich is a subscription-based revenue platform for African creators.                                    It allows creators to monetize their content using SMS and credit card payments.","Melek GharbiBilel Ouersighni","n.a.","n.a."
"undefined","Travaris","TravelTech","2020","12/2020","","Travaris is a web and mobile application building an artificial intelligence engine that will help travelers live a local and authentic experience to connect strongly to their destination.","Youssef SaidBerkay AlkiselAhmad Abd Arrahman","n.a.","n.a."
"undefined","QUERMES","Advanced Manufacturing & Robotics","2020","03/2020","","QUERMES develops IOT solutions supervised by a Manufacturing Execution System that allows manufacturing companies to control consumption, quality, productivity and traceability, providing real-time visibility on operations to manufacturers.","Karim SellamiFaiz Baccour","n.a.","n.a."
"undefined","TuniBoat","TravelTech","2019","11/2019","","TuniBoat is a website for boat rental between individuals based on the collaborative economy model. This community platform connects boat owners and people who want to rent a boat temporarily.","Ahmed Ayadi","n.a.","n.a."
"undefined","WAMIA","Commerce and shopping","2017","12/2020","","WAMIA is a marketplace providing a service to merchants for the direct sale of their products, providing shipping and related services to customers in Tunisia.","Abderrazak AlouiAli CherifAmir Rekhaies","n.a.","n.a."
"undefined","Tomobile Store","Commerce and shopping","2021","02/2022","","Tomobile Store is an online sales site of products and auto parts","Hamdi Ammar","n.a.","n.a."
"undefined","Digital2Value","Business Software and services","2019","02/2020","","Digital2Value is a platform accelerating digital transformation of SMEs by connecting them with full ecosystem of consultants, development organizations and digital solutions.","Foued ManaaAmel SaidaneNadim Kharraz","n.a.","n.a."
"undefined","Apprentus Tunisie","EdTech","2017","05/2019","","Apprentus is a marketplace that innovates in connecting tutors and their future students.","Gaetan DereminceMarius Andra","n.a.","n.a."
"undefined","Technologia Academy","EdTech","2019","10/2019","","Technologia Academy gives its users the opportunity to learn programming, management and marketing online through filmed courses, written materials and video tutorials as well as self-correcting exercises.","Mohamed Amine Hlali","n.a.","n.a."
"undefined","Above Creation","Business Software and services","2020","02/2022","","Above Creation, uses augmented reality technology to create platforms that help brands sell more and reduce their return products.","Ahmad Melki","n.a.","n.a."
"undefined","Etakwin","EdTech","2020","09/2020","","Etakwin is a learning management system, LMS and videoconference for companies and training centers.","Sawsan BellajMoez BouhlelMhammed Bellaj","n.a.","n.a."
"undefined","TŪNIQ","Social Business","2019","09/2021","","TŪNIQ is a North African design label that supports a radical work ethic and the art of traditional manual labor, through its transparent profit-sharing structure with its workers.","Iman Masmoudi","n.a.","n.a."
"undefined","TransFacile","Mobility","2019","01/2020","","TransFacile is a mobile application for intercity bus users.","Oussema MaraiGhada Chelly","n.a.","n.a."
"undefined","Menutium","Business Software and services","2017","02/2021","","Menutium is a set of subscription services available online that allows small and medium-sized merchants to put their products on sale in a few minutes in a simple way without any prerequisites","Salem Mosbah Amine MLIKA","n.a.","n.a."
"undefined","Coart Container Creatif","Ad Tech and Creative Tech","2020","08/2021","","Coart Container Creatif is a coliving & coworking space dedicated for Creative and Cultural Tourism, which hosts and helps local Associations, Artists, Creative Freelancers, foreigners to ensure their activities of training, Creation, Production, Exhibition.","Malek MaazounYassine Mseddi","n.a.","n.a."
"undefined","Natalista","Consumer products and services","2019","01/2020","","Natalista is the project of a platform of online services for pregnant women and young parents, designed in collaboration with medical experts.","Rim Besbes","n.a.","n.a."
"undefined","NEXTPROTEIN TUNISIA","Agritech","2016","06/2019","","NextProtein produces insect-based protein for animal feedstocks in a quest to accelerate sustainable agriculture and tackle resource scarcity.","Mohamed GastliSyrine Chaalala","n.a.","n.a."
"undefined","Smart Mobility","Business Software and services","2014","05/2019","","We develop solutions to meet the needs of companies in managing the mobility of their staff.","Mokhles Masmoudi","n.a.","n.a."
"undefined","Waf Waf House","Consumer products and services","2023","02/2023","","Waf Waf House is a platform that connects pet owners with pet sitters everywhere","Cyrine Atallah","hello@wafwafhouse.com","55673363"
"undefined","istishara","Business Software and services","2021","12/2021","","Istishara is a  mobile application for direct voice consultation in the legal, tax, and business fields at any time.","Atef Azizi","n.a.","n.a."
"undefined","Société Souk El-Ghorba","Commerce and shopping","2020","12/2020","","Souk El-Ghorba is a website selling 100% Tunisian and home-made food products for Tunisians living abroad.","Mohamed Ali Kammoun","n.a.","n.a."
"undefined","CLEDISS","Business Software and services","2018","07/2020","","NOMADIS is an integrated solution for automatic management of sales, distribution and merchandising.","Ahmed SalahSoumaya Dridi","n.a.","n.a."
"undefined","SENIATNA","FoodTech & New Food","2019","06/2019","","Seniatna is a committed brand of food products helping Tunisian households to rediscover the authentic taste through collaboration with independent producers.","Neil Boussofara","n.a.","n.a."
"undefined","auto-plus","Commerce and shopping","2019","04/2020","","Autoplus is a platform that assists its users in the maintenance, purchase and sale of their vehicles, advising them on the products that are suitable for their needs and putting them in touch with automotive professionals.","Amine Mliki","n.a.","n.a."
"undefined","KWIN.","Consumer products and services","2020","10/2020","","KWIN offers a smart setup box that will allow TV users to access a world of entertainment, work and gaming.","Sahli HoussemSonia Othman","n.a.","n.a."
"undefined","Mon Ingénieur Express","Business Software and services","2022","12/2022","","The context has never been so favorable to better exercise its expertise and earn more money, WITHOUT LEAVING ITS COUNTRY!
 Engineers, whatever their area of expertise, level and specialization, can register for free, submit their CV and any useful information about them. 
 Recruiting companies can also register free of charge and accurately describe their needs and research. Our matching algorithm makes it possible to match recruiters' requests with the right profiles in an instant. Our Customer Service team then puts the recruiter and the engineers in touch. And they follow the file until the completion of the service delivery contract concluded through the platform.","Mohamed Moatez JendoubiFrederic Delahaigue","med.moatez.benmedien@gmail.com","58133669"
"undefined","Tsiwrat Stock","Ad Tech and Creative Tech","2022","03/2023","","Tsiwrat Stock is the first Tunisian image bank that offers digital graphic files for North African countries.","Rania MakhloufFiras Chetouane","n.a.","n.a."
"undefined","Epilert","HealthTech","2018","09/2019","","Epilert designs a bracelet for detecting, monitoring and predicting epileptic seizures using artificial intelligence.","Firas RhaiemHaroun MoulaAmine Riahi","n.a.","n.a."
"undefined","Coaching Foot","Ad Tech and Creative Tech","2019","08/2019","","Coaching Foot is the first Fantasy Football game platform in Africa and the only Tunisian soccer statistics provider.","Ahmed AdalaKheireddine FradjHussein Jenayah","n.a.","n.a."
"undefined","kiddo","EdTech","2021","02/2022","","Kiddo is a communication platform that facilitates communication between parents, childcare teachers and the kindergarten management team.","Ahmed JemaaInes Rahrah","n.a.","n.a."
"undefined","Go Online Africa","Business Software and services","2019","04/2020","","GOA is an e-commerce service company for brands that intervenes on the entire e-commerce value chain: logistics, management of e-boutiques ...""","Emna MakniSalma Amor","n.a.","n.a."
"undefined","METHANIA INDUSTRIES","Environment","2017","05/2019","","Methania is specialized in the design, industrialization, manufacturing and installation of micro methanization and micro cogeneration solutions, engineering and construction of turnkey methanization facilities.","Selim Kanzari","n.a.","n.a."
"undefined","Dqlick","Business Software and services","2018","05/2019","","Dqlick is an insurtech specialized in digitalization and digital transformation in the field of personal insurance.","Hamdi Bouslah","n.a.","n.a."
"undefined","iFarming Solutions","Agritech","2022","02/2023","","Une application mobile pour le conseil agricole digital en temps réel.","Rabeb FERSISamir CHEBILChahine FERSIYassine AWADNIRiadh JOMAA","contact@ifarming-solutions.com","52207808"
"undefined","Lysi","EdTech","2020","05/2020","","Lysi is a mobile application offering an innovative educational approach to gamify education through edutainment digital treasure hunts.","Ali Bouslimi","n.a.","n.a."
"undefined","GETPAY","Fintech","2018","09/2019","","GETPAY is a payment platform backed by merchant marketplaces.","Slim MoallaSalma MoallaFares Bouguecha","n.a.","n.a."
"undefined","Tynass","Ad Tech and Creative Tech","2020","11/2020","","Tynass IT offers a mobile application that makes time travel possible through augmented reality and artificial intelligence, giving tourists and local visitors a better guided tour in Tunisia and creating the best historical experiences","Karim HermiSamy Ben Chaaliakhalil Ben Ali","n.a.","n.a."
"undefined","KTN","Business Software and services","2021","07/2021","","KTN TRAFIC is a device composed of a universal karakuri checkout and an integrated smartphone support in addition to a mobile application for the control and traceability of the payments of the collective cabs Louage.","Mohamed Salah Zaggar","n.a.","n.a."
"undefined","CURE","HealthTech","2018","11/2019","","CURE develops bionic prostheses customizable by 3D printing for amputees but also a solution for physical rehabilitation through virtual reality","Mohamed Dhaouafi","n.a.","n.a."
"undefined","Digital Health Services & Solutions","HealthTech","2021","01/2022","","Digital Health Services & Solutions est un SaaS automatisant la gestion des bulletins de soins entre interlocuteurs de santé et entreprises et possibilité d'évoluer en réseau social de santé","Houssem Ben Cheikh Riadh Dkhil Mariem Turki Maher Naouali Mona Khaled","n.a.","n.a."
"undefined","Jeeby - دجيبي","Commerce and shopping","2020","12/2020","","Jeeby is a mobile application that connects these users with any type of business, in order to offer them the best deals and opportunities within a predefined geographical area. Jeeby's mission is to increase the sales of its partners and strengthen the purchasing power of its users.","Malek ZlitniWalid BousninaChamseddine Bezzaouia","n.a.","n.a."
"undefined","Orthlane","HealthTech","2020","03/2021","","Orthlane is an online platform specialized in the invisible orthodontics sector.","Ali Karray","n.a.","n.a."
"undefined","Bionics","HealthTech","2021","07/2021","","NeoBionics designs, manufactures and develops upper and lower limb prostheses for amputees based on muscle signals and Artificial Intelligence.","Monaam AyachiIkhlas Ayachi","n.a.","n.a."
"undefined","smic","HealthTech","2021","04/2022","","An innovative comprehensive intensive respiratory care technology platform for low- and middle-income countries.","Seifallah Ben IsmailRiadh Ben SalemSalim Benaoun","n.a.","n.a."
"undefined","Mymall.tn","Commerce and shopping","2020","02/2021","","Mymall.tn allows brands to destock their goods while preserving their brand image. It is about ephemeral sales allowing brands to sell at reduced prices.","Inès Béjar","n.a.","n.a."
"undefined","Nkawroo","Wellness","2020","05/2021","","Nkawroo is a web and mobile platform that allows amateur athletes to book sports fields online","Kais Malki","n.a.","n.a."
"undefined","Actifs Précieux Apex S.A","HealthTech","2016","06/2019","","We develop, produce and market active ingredients, formulated and objectified, obtained only from natural raw materials.","Hedi DerouicheHajer Derouiche","n.a.","n.a."
"undefined","Black Dune Studio","EdTech","2017","09/2019","","Black Dune Studio produces educational content based on virtual and augmented reality.","Mohamed Ali Hammami","n.a.","n.a."
"undefined","Compaktor","Business Software and services","2020","08/2021","","Compaktor (COMmercial-PACK) is a complete e-Solution for commercial management dedicated to SMEs. A pack of SAAS modules (Inventory Management, Purchasing and Sales Management, Cash Management, Users and Access Rights Management, Statistics, e-shop, etc.)","Mohamed Amine OmraniAli Mansour","n.a.","n.a."
"undefined","STARK","Business Software and services","2019","06/2020","","A Multi-devices ERP in two versions: OnPremise and SAAS intended for the local and African market. With its Payroll and Accounting modules.","Mohamed Mzid","n.a.","n.a."
"undefined","Arion","Fintech","2018","05/2020","","SaaS solution provider specialized in digital transformation and artificial intelligence for the retail, retail intermediary and banking industries.","Ahmed Gharbi","n.a.","n.a."
"undefined","VAKAY","Wellness","2015","12/2019","","The design and manufacture of high-end eyewear in wood and other materials.","Adam JabeurSoulaimen Ghorbel","n.a.","n.a."
"undefined","TAOO","Fintech","2022","01/2023","","A multi-brand loyalty program that gives users access to targeted offers and the ability to pay in instalments. For our partner brands, TAOO is a digital couponing solution that helps target customers and boost sales.","Walid Hached","walid.hached@taoo.ai","22216000"
"undefined","Sala7li","EdTech","2019","11/2019","","Sala7li is a platform for correcting scientific exercises and literary essays for students","Mohamed Aymen Ben Hadj MabroukInes Dhaouadi","n.a.","n.a."
"undefined","Paygrant","Fintech","2019","02/2020","","PayGrant is a platform for targeting compensation through mobile payment.","khalil ManaiIlyes Elayeb","n.a.","n.a."
"undefined","BADDAL","Social Business","2021","06/2022","","BADDAL is a marketplace of  buy, sell of used and refurbished electronics and home appliances","fares zouarifiras gazzah","contact@baddal.tn","28111222"
"undefined","SeaBot","Advanced Manufacturing & Robotics","2020","02/2021","","Seabot is developing new technologies in the field of underwater robots to perform multiple underwater missions","Kelboussi RamiMarwen Bousmina","n.a.","n.a."
"undefined","Toumi Electronics","Advanced Manufacturing & Robotics","2017","11/2020","","TOUMI Electronics offers engineering solutions for the electronic, electromechanical, consumer, automotive and defense industries.","Ali Toumi","n.a.","n.a."
"undefined","Smart Detection","Environment","2022","02/2022","","Smart Detection is a remote and real time tracking  intelligent leak detection system in water pipes.","Manel Elleuchi","n.a.","n.a."
"undefined","Lavocato","Business Software and services","2021","02/2022","","Lavocato is a digital project of the law of lawyers. A strategic tool 360 ° turnkey and easy to use. The vocation is frankly to replace the papers with 2-clicks digital functions","Khelifi Ali","n.a.","n.a."
"undefined","Pulpetech","Business Software and services","2018","02/2021","","PulpeTech is a SAAS solution that manages the collection of customer feedback and highlights them to improve the SEO of merchant sites.","Wafa AbbesOussama Jrad","n.a.","n.a."
"undefined","Journey رحلة كتاب","EdTech","2021","03/2021","","Book Journey is a platform for Arabic-speaking book readers and knowledge seekers to create, publish and buy audio books, e-books and physical books, as well as browse, interact, create and share articles, book reviews, events ... any content related to books and knowledge.","Houssem BaakaAya AchourBilal Nsib","n.a.","n.a."
"undefined","HAKIM TECHNOLOGIES","Environment","2020","02/2021","","Design and manufacture of an innovative and patented LED street lighting solution using clean energy without the need for a battery. This solution is composed of an intelligent FPGA-based board, a LED-based lighting focus, a photovoltaic panel and a wind turbine. This solution allows the production of electrical energy for direct injection to the distribution network and reduces the lighting bill to zero.","Hakim Mondher","hakim.mondher101961@gmail.com","97680348"
"undefined","Takwira","Wellness","2021","09/2021","","Takwira is a mobile application that allows to find a team to play with. Reservation of soccer fields, registration to academies, organization of tournaments for universities, associations, clubs...","Zied DahmaniAmen Allah Dahmani","n.a.","n.a."
"undefined","Meditech","HealthTech","2021","02/2021","","Anath Health care specializes in the design, development and distribution of electrical medical devices and software for hospitals and medical staff.","Ferid Kamel","n.a.","n.a."
"undefined","DLSgaming","Ad Tech and Creative Tech","2022","04/2023","","DLS gaming is an online platform dedicated to e-sports that aims to provide players of all levels with a stimulating and competitive environment to participate in tournaments and compete for real prizes. In addition to this, DLS offers coaching and training sessions to help players improve their game and develop their skills.
 
 DLS's mission is to provide an exciting and educational gaming experience for players while helping them reach their full potential and launch their professional gaming career. With our high-level tournaments, we challenge players to improve their skills and push themselves to become the best players in the world.
 
 At DLS, we take pride in offering a community of passionate video game players who can connect with other like-minded and skilled players. We believe that player coaching is essential to help them succeed, and we work hard to provide the best tools and resources to help them achieve their goals.","Mansour NoucairMansour HarounKhalil Dridi","mansournoucair@dlsgaming.com","+216 24 947 893"
"undefined","JUNIOR NETWORK","EdTech","2018","06/2019","","Junior Network is a technology startup specialized in immersive education by presenting augmented reality solutions: Alien Dimension and Tunisia Reborn.","Sahar ben RachedZeineb ChabchoubOussema Ksontini","n.a.","n.a."
"undefined","Hezni Maak","Mobility","2019","11/2019","","Creatiview (Hezni Maak) is a community-based mobile carpooling application that allows people belonging to the same community to travel while reducing the cost of transportation, protecting the environment from pollution and solving the parking problem.","Youssef MeksiNour Alaya","n.a.","n.a."
"undefined","Taysir Solutions Tunisia","Business Software and services","2015","05/2019","","Taysir Solutions Tunisia, a platform provider for travel agencies worldwide. We have three software that are used for visa management, ticketing management and hotel reservation.","Fakhreddine HachfiMohamed Belghith","n.a.","n.a."
"undefined","Consulti","Business Software and services","2019","03/2020","","Consulti.Tn is a web & mobile platform for B2B networking and facilitating the sale and purchase of industrial equipment/services in Tunisia.","Ala Eddine Jalel","n.a.","n.a."
"undefined","GLOLIX TUNISIA","Business Software and services","2019","02/2020","","Data production, tools and services to drive artificial intelligence applications.","Mourad Othman","n.a.","n.a."
"undefined","Insurise","Business Software and services","2018","05/2020","","Insurise: Data-enabled digital platform for insurance companies to realize digital journeys such as selfcare for a better customer relationship and operational efficiency.","Hamdi BoujnehHedi Harzallah","n.a.","n.a."
"undefined","Domoticaza","Consumer products and services","2020","05/2020","","IOTICS designs, manufactures and markets home automation solutions for businesses and individuals, Android has turned phones into smartphones, IOTICS can turn any electronic equipment into a smart product.","Mohamed Zouhaier ZammelYoussef Barketi","n.a.","n.a."
"undefined","WAKAHAW","Business Software and services","2017","06/2020","","Implementation of decision support solutions in Business Intelligence, Consulting and Training in the IT field.","Kais Ben AmarHaythem BennaWajih Hajji","n.a.","n.a."
"undefined","Lait Espoir","Agritech","2021","09/2021","","Lait Espoir specializes in creating IT solutions for agriculture, specifically dairy farming.","Hayfa KHALFAOUI","n.a.","n.a."
"undefined","CAIRUS BUSINESS GROUP","Fintech","2022","04/2022","","CAIRUS digital business center is a legaltech, which offers the entrepreneur a simple and fast solution to domicile and create their business, receive correspondence by email in real time, write and modify their statutes and a range of innovative services.","Basma YacoubiOussama Yacoubi","n.a.","n.a."
"undefined","KADRA NOVA - KN كائن","Environment","2022","01/2023","","Kadra Nova or KN is the world’s first at-home plastic bottle collecting and sorting smart solution.The world’s first planting and reforestation solution using satellite and blockchain technologies.","Khalifa ZeddiniWalid ZeddiniYasmina Zarrouk","contact@kadranova.com","98 46 46 41"
"undefined","P&FF-SWM","Agritech","2019","09/2019","","Digismart solutions offers IoT and AI solutions for intelligent pond management. Real time remote control and monitoring of ponds ""any where & any time"".","Afef BohliSami Tabbane","n.a.","n.a."
"undefined","SKANIT","FoodTech & New Food","2022","04/2022","","SKANIT is a web application that offers several services to the restaurant manager to help him manage his establishment .","Abdelkarim RahalNada Dkhil","contact@skanit.net","95606603"
"undefined","Trivaw","TravelTech","2021","02/2022","","Trivaw is a solution that helps travelers organize a personalized cultural trip in an autonomous way.","Houssem Eddine Ben SmidaAwatef Rebhi","n.a.","n.a."
"undefined","Alfikr","EdTech","2020","02/2021","","JustPublish is a company specialized in digital publishing with the aim of promoting scientific production","Brahim Jrah","n.a.","n.a."
"undefined","Freelancy","Business Software and services","2020","03/2021","","Freelancy is a digital platform for professional connections (B2B) allowing companies to be put in contact with self-employed entrepreneurs or experts.","Mehdi MhamdiKarim Zribi","n.a.","n.a."
"undefined","TOLEDO","HealthTech","2020","08/2020","","Internal messaging service for health institutions between professionals, and also communication and information tool for the medical community.","Lotfi BenmosbahAziz BenmosbahZied Chaabane","n.a.","n.a."
"undefined","iMMOTECH","Business Software and services","2020","02/2021","","iMMOTECH offers a solution to sell real estate projects through exclusive and unique marketing tools","Cyrine Ben AyedAndolsi JihedYassine JalloulMohamed Raafet Limam","n.a.","n.a."
